filename	participantID	context	block	trial	condition	L1	L1t	H1	H1t	rise1	f0n1	slopen1	L2	L2t	H2	H2t	rise2	f0n2	slopen2	s1dur	s1reln1	s2dur	s2reln1	s3dur	s3reln1	s4dur	s4reln1	s4glott	syll1reln1	syll2reln1	s5dur	s5reln2	s6dur	s6reln2	s7dur	s7reln2	s8dur	s8reln2	s8glott	syll1reln2	syll2reln2	s9dur	s10dur	s11dur	s12dur	p1dur	n1p1dur	p2dur	p3dur	p3relutt	n2p3dur	p4dur	c1dur	c2dur	cons1dur	cons2dur	cons1u2	utt_dur(ms)	hes	comments
01_C01_b1_t01_mimmi_nob	01	C01	b1	t01	nob	178.62	0.37	263.7	0.63	6.74	rise	25.38	189.11	1.07	211.65	1.24	1.95	rise	11.441	104.13	25.192	126.61	30.63	77.68	18.794	104.92	25.384	?	55.822	44.178	33.31	11.429	70.42	24.161	74.81	25.668	112.92	38.742	?	35.59	64.41	42.38	145.27	69.88	163.79	?	413.335	?	?	0	291.459	37.64	337.91	204.87	1042.71	663.83	1706.54	1706.54	?	NA
01_C01_b1_t02_lilli_nob	01	C01	b1	t02	nob	174.67	0.36	249.28	0.62	6.16	rise	23.715	172.15	1.1	222.93	1.29	4.48	rise	23.556	82.2	17.243	141.91	29.77	87.59	18.375	164.99	34.611	?	47.013	52.987	59.28	17.224	59.24	17.214	80.85	23.493	144.79	42.07	?	34.438	65.562	57.92	148.96	69.65	160.68	53.44	530.132	?	?	0	344.166	19.62	231.58	213.47	1105.88	670.3	1776.18	1776.18	?	NA
01_C01_b1_t03_nelli_bra	01	C01	b1	t03	bra	184.46	0.34	254.41	0.52	5.57	rise	30.218	174.33	1.03	243.72	1.31	5.8	rise	20.663	44.8	12.765	70.69	20.143	89.28	25.44	146.17	41.652	?	32.908	67.092	60.95	13.194	93.32	20.203	71.26	15.426	236.41	51.177	?	33.397	66.603	54.22	108.23	59.4	162.05	?	350.937	70.88	183.71	9.743	645.656	?	210.07	224.18	1093.82	608.08	1701.9	1885.61	?	NA
01_C01_b1_t04_manni_nob	01	C01	b1	t04	nob	179.61	0.34	248.61	0.54	5.63	rise	28.906	166.78	1.07	211.08	1.25	4.08	rise	22.778	64.68	17.603	60.28	16.407	83.7	22.781	158.76	43.208	?	34.011	65.989	89.76	17.891	105.85	21.099	74.46	14.841	231.62	46.169	?	38.99	61.01	86.93	90.11	73.49	201.08	?	367.422	?	81.51	4.198	583.194	?	284.74	254.79	1153.85	706.4	1860.25	1941.76	?	 nine statt nina
01_C01_b1_t07_leni_nob	01	C01	b1	t07	nob	173.37	0.39	242.34	0.63	5.8	rise	24.116	188.83	1.2	222.31	1.37	2.83	rise	16.473	114.35	21.057	133.49	24.581	75.58	13.918	219.64	40.445	?	45.637	54.363	36.35	9.586	118.17	31.162	86.5	22.81	138.19	36.442	?	40.747	59.253	43.26	100.48	65.81	184.6	46.7	589.752	?	?	0	379.216	?	237.47	197.92	1206.44	592.08	1798.51	1798.51	?	NA
01_C01_b1_t09_nelli_nob	01	C01	b1	t09	nob	179.64	0.34	258.15	0.55	6.28	rise	29.797	170.4	1.08	214.75	1.26	4.01	rise	22.836	73.55	18.089	82	20.168	80.11	19.703	170.93	42.04	?	38.256	61.744	53.29	13.849	92.8	24.116	78.07	20.289	160.64	41.745	?	37.966	62.034	54.07	113.97	62.02	107.74	?	406.586	?	?	0	384.807	?	273.88	326.19	1065.27	663.98	1729.25	1729.25	?	NA
01_C01_b1_t10_leni_bra	01	C01	b1	t10	bra	171.71	0.33	246.3	0.56	6.25	rise	26.968	166.38	0.96	234.86	1.29	5.97	rise	18.203	43.86	12.129	95.95	26.535	82.34	22.772	139.44	38.564	?	38.664	61.336	46.17	8.72	128.89	24.345	82.62	15.604	271.77	51.331	?	33.065	66.935	59.23	72.63	64.9	178.77	?	361.59	?	95.88	5.376	625.334	?	229.1	191.94	1120.15	567.46	1687.61	1783.49	?	NA
01_C01_b1_t11_moni_nob	01	C01	b1	t11	nob	172.39	0.39	240.41	0.55	5.76	rise	35.227	169.07	0.97	207.58	1.16	3.55	rise	18.695	76.33	21.58	77.61	21.943	75.28	21.283	124.49	35.195	?	43.522	56.478	94.8	23.578	112.53	27.989	76.69	19.074	118.04	29.359	?	51.567	48.433	76.14	112.74	63.04	168.81	?	353.711	?	?	0	402.059	?	204.17	172.35	959.94	593.08	1553.03	1553.03	?	NA
01_C01_b1_t12_manni_bra	01	C01	b1	t12	bra	174.45	0.33	254.96	0.52	6.57	rise	35.07	156.79	0.96	232.12	1.22	6.79	rise	26.182	50.48	15.043	72.96	21.744	70.87	21.119	141.25	42.094	?	36.787	63.213	61.68	15.467	95.51	23.948	74.27	18.624	167.34	41.961	?	39.415	60.585	39.29	92.9	77.26	198.54	?	335.564	?	225.3	12.621	624.109	?	243.23	174.17	977.61	582.16	1559.77	1785.06	?	NA
02_C01_b1_t01_manni_bra	02	C01	b1	t01	bra	211.44	0.35	244.09	0.5	2.49	rise	15.724	184.31	0.91	369.04	1.26	12.02	rise	34.573	61.18	21.733	69.43	24.665	55.1	19.573	95.79	34.029	?	46.398	53.602	76.66	15.502	93.5	18.906	80.02	16.181	244.35	49.411	?	34.408	65.592	59.88	98.06	62.94	219.21	?	281.495	?	507.65	23.434	1002.181	?	222.47	220.07	998.5	660.17	1658.66	2166.31	?	NA
02_C01_b1_t02_moni_nob	02	C01	b1	t02	nob	200.93	0.34	250.9	0.64	3.85	rise	13.036	200.27	1	223.71	1.23	1.92	rise	8.108	58.78	15.025	82.87	21.183	77.08	19.702	172.49	44.09	?	36.208	63.792	97.99	23.473	139.19	33.343	58.8	14.084	121.48	29.1	?	56.815	43.185	70.38	138.83	57.24	256.49	?	391.22	?	?	0	417.456	?	241.16	256.49	1049.83	779.42	1829.26	1829.26	?	NA
02_C01_b1_t03_leni_bra	02	C01	b1	t03	bra	199.75	0.36	205.12	0.54	0.46	rise	2.587	186.78	0.83	308.96	1.26	8.71	rise	20.333	82.19	26.593	77.33	25.021	67.6	21.872	81.94	26.515	?	51.614	48.386	80.21	15.127	108.56	20.473	90.28	17.026	251.2	47.374	?	35.6	64.4	71.31	100.8	55.15	204.5	?	309.056	?	410.81	19.443	941.065	?	168.73	262.32	1008.04	694.08	1702.12	2112.94	?	 lenni
02_C01_b1_t04_nelli_nob	02	C01	b1	t04	nob	204.47	0.34	279.92	0.6	5.44	rise	21.183	193.89	1.01	216.23	1.15	1.89	rise	14.127	57.89	16.614	67.46	19.359	89.86	25.787	133.25	38.24	?	35.973	64.027	86.92	23.788	92.77	25.391	90.72	24.828	94.98	25.994	?	49.179	50.821	78.72	131.64	57.8	269.52	?	348.459	?	?	0	365.39	?	199.39	276.01	913.24	813.69	1726.93	1726.93	?	NA
02_C01_b1_t05_lilli_bra	02	C01	b1	t05	bra	194.25	0.35	222.35	0.54	2.34	rise	12.075	194.58	0.84	314.68	1.28	8.32	rise	19.191	94.61	26.511	126.36	35.409	63.29	17.734	72.61	20.346	?	61.92	38.08	92.55	18.682	72.52	14.637	76.85	15.511	253.51	51.17	?	33.319	66.681	85.57	168.95	69.68	235.75	?	356.86	?	322.22	15.618	817.641	?	160.39	168.29	1012.67	728.23	1740.91	2063.12	?	NA
02_C01_b1_t06_leni_nob	02	C01	b1	t06	nob	193.75	0.36	254.97	0.56	4.75	rise	24.124	186.91	0.91	226.98	1.19	3.36	rise	12.142	46.75	15.634	78.61	26.287	70.43	23.552	103.25	34.527	?	41.921	58.079	54.55	13.568	101.04	25.129	78.21	19.451	168.28	41.852	?	38.697	61.303	74.31	107.74	51.23	233.45	?	299.056	?	50.66	3.056	452.753	?	236.15	203.11	937.3	669.84	1607.14	1657.8	?	 lenni
02_C01_b1_t07_moni_bra	02	C01	b1	t07	bra	197.68	0.36	217.1	0.52	1.62	rise	10.321	190.11	0.82	305.49	1.25	8.21	rise	18.944	45.02	15.918	96.13	33.991	54.84	19.393	86.82	30.699	?	49.909	50.091	102.47	18.391	134.38	24.119	57.42	10.305	262.9	47.185	?	42.51	57.49	36.07	137.29	60.73	232.87	?	282.802	?	342.91	17.078	900.083	?	158.93	199.1	998.91	666.06	1664.96	2007.88	?	NA
02_C01_b1_t10_nelli_bra	02	C01	b1	t10	bra	205.6	0.36	242.67	0.59	2.87	rise	12.567	183.2	0.99	302.88	1.37	8.7	rise	23.049	42.25	12.147	66.07	18.998	92.89	26.707	146.59	42.148	?	31.145	68.855	57	11.253	112.57	22.224	94.2	18.598	242.75	47.925	?	33.477	66.523	60.23	123.8	60.4	239.5	?	347.789	?	360.77	16.667	867.296	?	254.22	211.39	1108.54	695.32	1803.85	2164.62	?	NA
02_C01_b1_t11_lilli_nob	02	C01	b1	t11	nob	202.45	0.34	276.25	0.7	5.38	rise	14.853	191.67	1.34	243.93	1.66	4.17	rise	13.205	69.34	15.504	143.71	32.134	63.44	14.186	170.73	38.176	?	47.638	52.362	104.34	24.305	68.97	16.066	93.64	21.811	162.36	37.818	?	40.371	59.629	82.81	167.06	88.05	251.39	?	447.219	?	?	0	429.316	?	519.93	289.86	1396.46	879.17	2275.64	2275.64	?	NA
02_C01_b1_t12_mimmi_nob	02	C01	b1	t12	nob	181.16	0.34	259.33	0.76	6.21	rise	15.017	189.02	1.11	221.94	1.37	2.78	rise	11.005	81.21	16.61	155.2	31.744	87.04	17.804	165.46	33.842	?	48.354	51.646	57.33	15.831	67.65	18.68	85.38	23.577	151.77	41.911	?	34.512	65.488	74.18	159.76	57.83	234.27	?	488.905	?	?	0	362.133	?	255.79	209.9	1106.82	735.94	1842.76	1842.76	?	NA
03_C01_b1_t01_leni_nob	03	C01	b1	t01	nob	176.23	0.41	291.01	0.66	8.68	rise	35.187	178.42	0.98	239.17	1.23	5.07	rise	20.185	73.84	19.004	108.71	27.978	64.17	16.516	141.83	36.503	?	46.981	53.019	74.89	18.009	141.73	34.08	61.52	14.793	137.72	33.117	?	52.089	47.911	65.46	116.65	57.96	217.16	?	388.551	?	?	0	415.856	?	229.14	219.47	1033.55	676.69	1710.24	1710.24	?	NA
03_C01_b1_t02_lilli_bra	03	C01	b1	t02	bra	183.16	0.33	217.56	0.54	2.98	rise	13.657	167.13	0.91	390.78	1.24	14.7	rise	44.583	56.61	16.881	134.99	40.254	44.24	13.192	99.51	29.673	?	57.135	42.865	55.78	12.791	88.85	20.376	66.86	15.334	224.57	51.499	?	33.167	66.833	76.9	144.79	68.55	196.94	?	335.351	?	309.97	15.844	746.027	?	196.83	191.04	968.24	678.22	1646.45	1956.42	?	NA
03_C01_b1_t03_nelli_nob	03	C01	b1	t03	nob	183.24	0.33	322.66	0.65	9.8	rise	31.203	184.83	0.95	278.53	1.26	7.1	rise	23.141	69.72	18.486	75.55	20.032	86.56	22.952	145.32	38.531	?	38.518	61.482	70.43	16.472	128.61	30.08	65.8	15.389	162.72	38.059	?	46.552	53.448	60.94	117.19	58.46	210.53	?	377.153	?	?	0	427.552	?	219.47	224.61	1024.18	671.72	1695.9	1695.9	?	NA
03_C01_b1_t04_leni_bra	03	C01	b1	t04	bra	180.48	0.33	198.32	0.5	1.63	rise	9.758	166.72	0.93	376.44	1.38	14.1	rise	31.47	65.55	19.342	88.23	26.034	61.99	18.292	123.13	36.332	?	45.376	54.624	86.99	16.266	145.01	27.116	59.6	11.145	243.19	45.474	?	43.381	56.619	78.94	110.41	46.05	255.99	?	338.912	?	329.57	15.259	864.355	?	246.45	218.72	1120.15	710.12	1830.27	2159.84	?	NA
03_C01_b1_t05_moni_nob	03	C01	b1	t05	nob	172.78	0.34	301.02	0.67	9.61	rise	28.693	170.86	0.99	242	1.29	6.03	rise	20.225	89.34	21.153	112.32	26.593	67.74	16.038	152.96	36.216	?	47.746	52.254	48.69	13.274	131.72	35.909	50.24	13.696	136.16	37.12	?	49.183	50.817	62.97	133.14	60.63	201.57	?	422.368	?	?	0	366.804	?	237.43	201.02	1026.6	659.33	1685.92	1685.92	?	NA
03_C01_b1_t06_manni_bra	03	C01	b1	t06	bra	191.21	0.33	248.42	0.54	4.53	rise	21.377	150.46	0.94	394.59	1.26	16.69	rise	52.08	64.37	19.787	83.2	25.576	67.08	20.622	110.65	34.015	?	45.363	54.637	58.5	13.437	90.11	20.698	58.96	13.542	227.8	52.323	?	34.135	65.865	70.29	101.85	50.4	217.09	?	325.288	?	388.87	19.32	824.251	?	216.39	207.22	977.06	646.85	1623.91	2012.78	?	NA
03_C01_b1_t07_mimmi_nob	03	C01	b1	t07	nob	178.85	0.33	275.01	0.67	7.45	rise	21.87	190.28	0.98	229.73	1.23	3.26	rise	13.192	71.72	18.273	132.47	33.752	54.91	13.989	133.4	33.987	?	52.024	47.976	31.54	9.096	78.08	22.517	92.41	26.648	144.74	41.739	?	31.614	68.386	59.87	156.91	55.74	193.73	?	392.496	?	?	0	346.77	?	230.84	195.43	970.11	661.67	1631.78	1631.78	?	NA
03_C01_b1_t08_lilli_nob	03	C01	b1	t08	nob	175.74	0.34	280.33	0.62	8.08	rise	29.19	186.53	0.96	246.97	1.23	4.86	rise	17.569	87.86	21.406	131.17	31.959	60.04	14.629	131.37	32.007	?	53.364	46.636	72.06	19.184	77.87	20.73	62.54	16.65	163.15	43.436	?	39.914	60.086	43.95	136.92	60.65	196.77	?	410.451	?	?	0	375.614	?	216.54	229.07	1002.61	667.37	1669.97	1669.97	?	NA
03_C01_b1_t09_nelli_bra	03	C01	b1	t09	bra	186.8	0.33	254.37	0.56	5.35	rise	23.689	160.32	0.92	388.56	1.32	15.33	rise	38.053	83.07	23.352	78.43	22.047	79.85	22.446	114.39	32.155	?	45.399	54.601	69.16	13.784	101.67	20.263	78.94	15.732	251.98	50.22	?	34.047	65.953	79.01	124.72	62.67	213.8	?	355.731	?	230.95	11.646	732.711	?	209.64	204.89	1067.13	685.1	1752.24	1983.19	?	NA
03_C01_b1_t10_manni_nob	03	C01	b1	t10	nob	185.23	0.35	293.7	0.64	7.98	rise	28.179	171.24	0.97	220.99	1.22	4.42	rise	18.11	101.24	27.18	77.39	20.777	61.76	16.582	132.08	35.46	?	47.958	52.042	65.86	17.659	93.57	25.088	67.18	18.012	146.36	39.241	?	42.747	57.253	77.63	118.4	52.97	269.98	?	372.462	?	?	0	372.98	?	212.28	227.02	957.72	746	1703.72	1703.72	?	NA
03_C01_b1_t11_mimmi_bra	03	C01	b1	t11	bra	188.87	0.34	220.02	0.47	2.64	rise	20.695	173.2	0.9	354.2	1.26	12.39	rise	34.325	72.57	21.96	119.05	36.026	56.51	17.1	82.33	24.914	?	57.986	42.014	59.42	13.259	65.19	14.547	76.32	17.029	247.22	55.164	?	27.807	72.193	70.36	148.76	60.98	183.81	?	330.46	?	308.33	15.708	756.487	?	225.45	186.57	1004.06	650.47	1654.53	1962.86	?	NA
03_C01_b1_t12_moni_bra	03	C01	b1	t12	bra	180.15	0.34	189.98	0.47	0.92	rise	7.052	165.1	0.94	396.41	1.34	15.16	rise	37.291	73.36	21.025	109.72	31.444	66.02	18.92	99.83	28.611	?	52.469	47.531	122.36	20.935	142.11	24.314	60.09	10.281	259.9	44.469	?	45.25	54.75	59.94	111.71	58.63	193.7	?	348.924	?	275.01	13.934	859.474	?	145.04	196.24	1078.43	620.22	1698.65	1973.66	?	NA
04_C01_b1_t01_moni_bra	04	C01	b1	t01	bra	221.82	0.37	290.95	0.54	4.7	rise	28.266	216.35	0.94	292.51	1.11	5.22	rise	29.879	88.28	23.346	124.62	32.955	83.67	22.127	81.58	21.572	?	56.301	43.699	65.09	11.514	193.8	34.281	79.04	13.981	227.39	40.224	?	45.795	54.205	58.52	163.45	67.57	199.58	?	378.155	?	459.37	19.124	1024.682	?	230.68	279.4	1174.15	768.52	1942.67	2402.03	?	NA
04_C01_b1_t02_mimmi_bra	04	C01	b1	t02	bra	222.42	0.36	325.11	0.54	6.57	rise	35.701	212.21	0.97	354.79	1.35	8.9	rise	23.211	74.71	17.583	172.27	40.546	83.56	19.667	94.34	22.204	?	58.129	41.871	98.7	20.322	97.06	19.984	70.4	14.496	219.52	45.199	?	40.306	59.694	90.59	201.49	65.53	167.58	?	424.879	?	550.77	21.998	1036.452	?	180.3	336.94	1090.87	862.12	1952.99	2503.75	?	NA
04_C01_b1_t03_manni_nob	04	C01	b1	t03	nob	258.5	0.35	342.73	0.47	4.88	rise	40.369	225.22	0.96	258.5	1.14	2.39	rise	13.314	84.76	22.205	87.95	23.04	76.24	19.973	132.77	34.782	?	45.245	54.755	61.35	16.437	104.65	28.036	94.22	25.242	113.04	30.285	?	44.473	55.527	59	127.14	60.47	190.9	?	381.727	?	?	0	373.268	?	228.84	265.65	983.84	703.16	1687	1687	?	NA
04_C01_b1_t04_nelli_bra	04	C01	b1	t04	bra	226.97	0.35	238.47	0.48	0.86	rise	6.587	183.86	0.84	365.2	1.27	11.88	rise	27.8	76.72	23.62	100.3	30.88	67.94	20.916	79.85	24.584	?	54.5	45.5	58.39	12.179	133.51	27.851	85.8	17.897	201.7	42.073	?	40.03	59.97	76.73	160.7	60.29	212.93	?	324.814	?	490.1	21.185	969.501	?	198.44	310	1002.65	820.67	1823.32	2313.42	?	NA
04_C01_b1_t05_lilli_nob	04	C01	b1	t05	nob	238.1	0.34	332.5	0.55	5.78	rise	26.886	235.04	0.97	270.67	1.11	2.44	rise	17.483	75.91	16.828	200.44	44.436	68.24	15.128	106.49	23.608	?	61.265	38.735	66.11	17.742	84.54	22.688	90.54	24.298	131.42	35.271	?	40.43	59.57	50.77	190.03	72.95	160.39	?	451.075	?	?	0	372.602	?	206.1	270.52	1029.78	744.66	1774.44	1774.44	?	NA
04_C01_b1_t06_mimmi_nob	04	C01	b1	t06	nob	236.32	0.33	315.66	0.5	5.01	rise	29.54	226.34	0.93	263.75	1.04	2.65	rise	24.489	79.65	19.578	141.64	34.816	81.62	20.062	103.92	25.544	?	54.394	45.606	65.93	18.241	78.29	21.659	83.1	22.991	134.13	37.109	?	39.9	60.1	63.63	184.79	81.97	170.26	?	406.82	?	?	0	361.455	?	212.98	211.14	981.26	711.78	1693.04	1693.04	?	NA
04_C01_b1_t07_manni_bra	04	C01	b1	t07	bra	224.67	0.37	231.38	0.5	0.51	rise	3.983	178.09	0.86	376.44	1.23	12.96	rise	35.597	79.72	24.824	84.32	26.255	77.29	24.067	79.82	24.854	?	51.08	48.92	95.67	20.463	100.85	21.57	80.63	17.246	190.39	40.721	?	42.033	57.967	58.16	125.69	78.35	198.76	?	321.155	?	467.8	21.082	935.343	?	161.7	339.79	950.4	800.76	1751.16	2218.95	?	NA
04_C01_b1_t08_moni_nob	04	C01	b1	t08	nob	258.59	0.32	318.14	0.47	3.59	rise	24.614	224.12	0.92	263.6	1.09	2.81	rise	16.853	51.17	14.66	106.15	30.413	83.62	23.956	108.1	30.971	?	45.072	54.928	42.84	10.934	172.42	44.009	81.63	20.836	94.89	24.221	?	54.943	45.057	77.82	138.21	71.77	186.02	?	349.037	?	?	0	391.793	?	252.98	229.78	993.81	703.6	1697.41	1697.41	?	NA
04_C01_b1_t09_leni_bra	04	C01	b1	t09	bra	210.38	0.38	217.02	0.47	0.54	rise	6.048	187	0.87	346.12	1.3	10.66	rise	25.091	63.95	19.508	103.33	31.52	70.19	21.412	90.35	27.56	?	51.028	48.972	64.09	12.587	156.93	30.823	75.83	14.894	212.29	41.696	?	43.41	56.59	63.3	128.39	63.15	217.71	?	327.833	?	343.51	15.821	852.658	?	207.04	311.14	1044.02	783.68	1827.7	2171.21	?	NA
04_C01_b1_t10_nelli_nob	04	C01	b1	t10	nob	252.28	0.34	330.27	0.53	4.66	rise	24.625	207.67	0.85	254.83	1.03	3.54	rise	20.02	73.35	20.904	85.07	24.244	71.46	20.367	121	34.485	?	45.148	54.852	83.52	19.713	131.32	30.997	92.83	21.912	115.99	27.378	?	50.71	49.29	75.58	147.67	73.47	204.82	?	350.882	?	?	0	423.663	?	159.72	221.34	934.27	722.88	1657.15	1657.15	?	NA
